time	I(D1)
1.325237341622907e-05	9.426600e-03
1.327190466622907e-05	9.426477e-03
1.329143591622906e-05	9.426355e-03
1.331096716622906e-05	9.426235e-03
1.333049841622906e-05	9.426117e-03
1.335002966622906e-05	9.426000e-03
1.336956091622906e-05	9.425884e-03
1.338909216622906e-05	9.425770e-03
1.340862341622906e-05	9.425657e-03
1.342815466622906e-05	9.425545e-03
1.344768591622906e-05	9.425434e-03
1.346721716622906e-05	9.425325e-03
1.348674841622906e-05	9.425218e-03
1.350627966622906e-05	9.425111e-03
1.352581091622906e-05	9.425006e-03
1.354534216622905e-05	9.424902e-03
1.356487341622905e-05	9.424799e-03
1.358440466622905e-05	9.424698e-03
1.360393591622905e-05	9.424598e-03
1.362346716622905e-05	9.424498e-03
1.364299841622905e-05	9.424401e-03
1.366252966622905e-05	9.424304e-03
1.368206091622905e-05	9.424208e-03
1.370159216622905e-05	9.424113e-03
1.372112341622905e-05	9.424020e-03
1.374065466622905e-05	9.423927e-03
1.376018591622905e-05	9.423836e-03
1.377971716622904e-05	9.423746e-03
1.379924841622904e-05	9.423656e-03
1.381877966622904e-05	9.423568e-03
1.383831091622904e-05	9.423480e-03
1.385784216622904e-05	9.423394e-03
1.387737341622904e-05	9.423309e-03
1.389690466622904e-05	9.423224e-03
1.391643591622904e-05	9.423141e-03
1.393596716622904e-05	9.423058e-03
1.395549841622904e-05	9.422977e-03
1.397502966622904e-05	9.422896e-03
1.399456091622904e-05	9.422817e-03
1.401409216622904e-05	9.422738e-03
1.403362341622903e-05	9.422661e-03
1.405315466622903e-05	9.422584e-03
1.407268591622903e-05	9.422507e-03
1.409221716622903e-05	9.422432e-03
1.411174841622903e-05	9.422357e-03
1.413127966622903e-05	9.422284e-03
1.415081091622903e-05	9.422211e-03
1.417034216622903e-05	9.422139e-03
1.418987341622903e-05	9.422068e-03
1.420940466622903e-05	9.421998e-03
1.422893591622903e-05	9.421928e-03
1.424846716622903e-05	9.421859e-03
1.426799841622902e-05	9.421791e-03
1.428752966622902e-05	9.421724e-03
1.430706091622902e-05	9.421658e-03
1.432659216622902e-05	9.421592e-03
1.434612341622902e-05	9.421526e-03
1.436565466622902e-05	9.421462e-03
1.438518591622902e-05	9.421399e-03
1.440471716622902e-05	9.421336e-03
1.442424841622902e-05	9.421273e-03
1.444377966622902e-05	9.421212e-03
1.446331091622902e-05	9.421150e-03
1.448284216622902e-05	9.421091e-03
1.450237341622902e-05	9.421031e-03
1.452190466622901e-05	9.420971e-03
1.454143591622901e-05	9.420914e-03
1.456096716622901e-05	9.420856e-03
1.458049841622901e-05	9.420799e-03
1.460002966622901e-05	9.420742e-03
1.461956091622901e-05	9.420686e-03
1.463909216622901e-05	9.420631e-03
1.465862341622901e-05	9.420577e-03
1.467815466622901e-05	9.420522e-03
1.469768591622901e-05	9.420469e-03
1.471721716622901e-05	9.420416e-03
1.473674841622901e-05	9.420364e-03
1.475627966622900e-05	9.420312e-03
1.477581091622900e-05	9.420261e-03
1.479534216622900e-05	9.420210e-03
1.481487341622900e-05	9.420160e-03
1.483440466622900e-05	9.420111e-03
1.485393591622900e-05	9.420061e-03
1.487346716622900e-05	9.420013e-03
1.489299841622900e-05	9.419966e-03
1.491252966622900e-05	9.419918e-03
1.493206091622900e-05	9.419871e-03
1.495159216622900e-05	9.419825e-03
1.497112341622900e-05	9.419778e-03
1.499065466622900e-05	9.419733e-03
1.500100000000000e-05	9.419709e-03
1.500200000000000e-05	-1.057449e-02
1.501800000000001e-05	-1.048669e-02
1.503753125000001e-05	-1.057814e-02
1.505706250000001e-05	-1.057694e-02
1.507659375000001e-05	-1.057578e-02
1.509612500000000e-05	-1.057459e-02
1.511565625000000e-05	-1.057338e-02
1.513518750000000e-05	-1.057215e-02
1.515471875000000e-05	-1.057090e-02
1.517425000000000e-05	-1.056964e-02
1.519378125000000e-05	-1.056835e-02
1.521331250000000e-05	-1.056705e-02
1.523284375000000e-05	-1.056573e-02
1.525237500000000e-05	-1.056438e-02
1.527190625000000e-05	-1.056302e-02
1.529143750000000e-05	-1.056163e-02
1.531096875000000e-05	-1.056021e-02
1.533049999999999e-05	-1.055878e-02
1.535003124999999e-05	-1.055731e-02
1.536956249999999e-05	-1.055582e-02
1.538909374999999e-05	-1.055430e-02
1.540862499999999e-05	-1.055274e-02
1.542815624999999e-05	-1.055116e-02
1.544768749999999e-05	-1.054954e-02
1.546721874999999e-05	-1.054788e-02
1.548674999999999e-05	-1.054619e-02
1.550628124999999e-05	-1.054446e-02
1.552581249999999e-05	-1.054268e-02
1.554534374999999e-05	-1.054086e-02
1.556487499999999e-05	-1.053899e-02
1.558440624999998e-05	-1.053707e-02
1.560393749999998e-05	-1.053509e-02
1.562346874999998e-05	-1.053306e-02
1.564299999999998e-05	-1.053096e-02
1.566253124999998e-05	-1.052879e-02
1.568206249999998e-05	-1.052655e-02
1.570159374999998e-05	-1.052422e-02
1.572112499999998e-05	-1.052181e-02
1.574065624999998e-05	-1.051930e-02
1.576018749999998e-05	-1.051668e-02
1.577971874999998e-05	-1.051395e-02
1.579924999999998e-05	-1.051109e-02
1.581878124999998e-05	-1.050807e-02
1.583831249999997e-05	-1.050489e-02
1.585784374999997e-05	-1.050152e-02
1.587737499999997e-05	-1.049793e-02
1.589690624999997e-05	-1.049408e-02
1.591643749999997e-05	-1.048993e-02
1.593596874999997e-05	-1.048541e-02
1.595549999999997e-05	-1.048043e-02
1.597503124999997e-05	-1.047489e-02
1.599456249999997e-05	-1.046862e-02
1.601409374999997e-05	-1.046136e-02
1.603362499999997e-05	-1.045274e-02
1.605315624999997e-05	-1.044213e-02
1.607268749999996e-05	-1.042844e-02
1.609221874999996e-05	-1.040963e-02
1.611174999999996e-05	-1.038154e-02
1.613128124999996e-05	-1.033451e-02
1.615081249999996e-05	-1.024270e-02
1.617034374999996e-05	-1.037576e-02
1.618987499999996e-05	-1.029470e-02
1.620940624999996e-05	-8.373967e-03
1.622036569864131e-05	-3.054557e-03
1.623081499049708e-05	-9.185337e-04
1.623876680881392e-05	-3.663620e-04
1.624884655163738e-05	-1.058478e-04
1.626144753767379e-05	-1.924295e-05
1.628097878767379e-05	5.835698e-07
1.630051003767379e-05	-1.513741e-07
1.632004128767379e-05	-1.240253e-07
1.633957253767379e-05	-1.250505e-07
1.635910378767379e-05	-1.250085e-07
1.637863503767379e-05	-1.250101e-07
1.639816628767379e-05	-1.250100e-07
1.641769753767379e-05	-1.250100e-07
1.643722878767379e-05	-1.250100e-07
1.645676003767378e-05	-1.250100e-07
1.647629128767378e-05	-1.250100e-07
1.649582253767378e-05	-1.250100e-07
1.651535378767378e-05	-1.250100e-07
1.653488503767378e-05	-1.250100e-07
1.655441628767378e-05	-1.250100e-07
1.657394753767378e-05	-1.250100e-07
1.659347878767378e-05	-1.250100e-07
1.661301003767378e-05	-1.250100e-07
1.663254128767378e-05	-1.250100e-07
1.665207253767378e-05	-1.250100e-07
1.667160378767378e-05	-1.250100e-07
1.669113503767377e-05	-1.250100e-07
1.671066628767377e-05	-1.250100e-07
1.673019753767377e-05	-1.250100e-07
1.674972878767377e-05	-1.250100e-07
1.676926003767377e-05	-1.250100e-07
1.678879128767377e-05	-1.250100e-07
1.680832253767377e-05	-1.250100e-07
1.682785378767377e-05	-1.250100e-07
1.684738503767377e-05	-1.250100e-07
1.686691628767377e-05	-1.250100e-07
1.688644753767377e-05	-1.250100e-07
1.690597878767377e-05	-1.250100e-07
1.692551003767377e-05	-1.250100e-07
1.694504128767376e-05	-1.250100e-07
1.696457253767376e-05	-1.250100e-07
1.698410378767376e-05	-1.250100e-07
1.700363503767376e-05	-1.250100e-07
1.702316628767376e-05	-1.250100e-07
1.704269753767376e-05	-1.250100e-07
1.706222878767376e-05	-1.250100e-07
1.708176003767376e-05	-1.250100e-07
1.710129128767376e-05	-1.250100e-07
1.712082253767376e-05	-1.250100e-07
1.714035378767376e-05	-1.250100e-07
1.715988503767376e-05	-1.250100e-07
1.717941628767376e-05	-1.250100e-07
1.719894753767375e-05	-1.250100e-07
1.721847878767375e-05	-1.250100e-07
1.723801003767375e-05	-1.250100e-07
1.725754128767375e-05	-1.250100e-07
1.727707253767375e-05	-1.250100e-07
1.729660378767375e-05	-1.250100e-07
1.731613503767375e-05	-1.250100e-07
1.733566628767375e-05	-1.250100e-07
1.735519753767375e-05	-1.250100e-07
1.737472878767375e-05	-1.250100e-07
1.739426003767375e-05	-1.250100e-07
1.741379128767375e-05	-1.250100e-07
1.743332253767374e-05	-1.250100e-07
1.745285378767374e-05	-1.250100e-07
1.747238503767374e-05	-1.250100e-07
1.749191628767374e-05	-1.250100e-07
1.751144753767374e-05	-1.250100e-07
1.753097878767374e-05	-1.250100e-07
1.755051003767374e-05	-1.250100e-07
1.757004128767374e-05	-1.250100e-07
1.758957253767374e-05	-1.250100e-07
1.760910378767374e-05	-1.250100e-07
1.762863503767374e-05	-1.250100e-07
1.764816628767374e-05	-1.250100e-07
1.766769753767374e-05	-1.250100e-07
1.768722878767373e-05	-1.250100e-07
1.770676003767373e-05	-1.250100e-07
1.772629128767373e-05	-1.250100e-07
1.774582253767373e-05	-1.250100e-07
1.776535378767373e-05	-1.250100e-07
1.778488503767373e-05	-1.250100e-07
1.780441628767373e-05	-1.250100e-07
1.782394753767373e-05	-1.250100e-07
1.784347878767373e-05	-1.250100e-07
1.786301003767373e-05	-1.250100e-07
1.788254128767373e-05	-1.250100e-07
1.790207253767373e-05	-1.250100e-07
1.792160378767372e-05	-1.250100e-07
1.794113503767372e-05	-1.250100e-07
1.796066628767372e-05	-1.250100e-07
1.798019753767372e-05	-1.250100e-07
1.799972878767372e-05	-1.250100e-07
1.801926003767372e-05	-1.250100e-07
1.803879128767372e-05	-1.250100e-07
1.805832253767372e-05	-1.250100e-07
1.807785378767372e-05	-1.250100e-07
1.809738503767372e-05	-1.250100e-07
1.811691628767372e-05	-1.250100e-07
1.813644753767372e-05	-1.250100e-07
1.815597878767372e-05	-1.250100e-07
1.817551003767371e-05	-1.250100e-07
1.819504128767371e-05	-1.250100e-07
1.821457253767371e-05	-1.250100e-07
1.823410378767371e-05	-1.250100e-07
1.825363503767371e-05	-1.250100e-07
1.827316628767371e-05	-1.250100e-07
1.829269753767371e-05	-1.250100e-07
1.831222878767371e-05	-1.250100e-07
1.833176003767371e-05	-1.250100e-07
1.835129128767371e-05	-1.250100e-07
1.837082253767371e-05	-1.250100e-07
1.839035378767371e-05	-1.250100e-07
1.840988503767370e-05	-1.250100e-07
1.842941628767370e-05	-1.250100e-07
1.844894753767370e-05	-1.250100e-07
1.846847878767370e-05	-1.250100e-07
1.848801003767370e-05	-1.250100e-07
1.850754128767370e-05	-1.250100e-07
1.852707253767370e-05	-1.250100e-07
1.854660378767370e-05	-1.250100e-07
1.856613503767370e-05	-1.250100e-07
1.858566628767370e-05	-1.250100e-07
1.860519753767370e-05	-1.250100e-07
1.862472878767370e-05	-1.250100e-07
1.864426003767370e-05	-1.250100e-07
1.866379128767369e-05	-1.250100e-07
1.868332253767369e-05	-1.250100e-07
1.870285378767369e-05	-1.250100e-07
1.872238503767369e-05	-1.250100e-07
1.874191628767369e-05	-1.250100e-07
1.876144753767369e-05	-1.250100e-07
1.878097878767369e-05	-1.250100e-07
1.880051003767369e-05	-1.250100e-07
1.882004128767369e-05	-1.250100e-07
1.883957253767369e-05	-1.250100e-07
1.885910378767369e-05	-1.250100e-07
1.887863503767369e-05	-1.250100e-07
1.889816628767369e-05	-1.250100e-07
1.891769753767368e-05	-1.250100e-07
1.893722878767368e-05	-1.250100e-07
1.895676003767368e-05	-1.250100e-07
1.897629128767368e-05	-1.250100e-07
1.899582253767368e-05	-1.250100e-07
1.901535378767368e-05	-1.250100e-07
1.903488503767368e-05	-1.250100e-07
1.905441628767368e-05	-1.250100e-07
1.907394753767368e-05	-1.250100e-07
1.909347878767368e-05	-1.250100e-07
1.911301003767368e-05	-1.250100e-07
1.913254128767368e-05	-1.250100e-07
1.915207253767367e-05	-1.250100e-07
1.917160378767367e-05	-1.250100e-07
1.919113503767367e-05	-1.250100e-07
1.921066628767367e-05	-1.250100e-07
1.923019753767367e-05	-1.250100e-07
1.924972878767367e-05	-1.250100e-07
1.926926003767367e-05	-1.250100e-07
1.928879128767367e-05	-1.250100e-07
1.930832253767367e-05	-1.250100e-07
1.932785378767367e-05	-1.250100e-07
1.934738503767367e-05	-1.250100e-07
1.936691628767367e-05	-1.250100e-07
1.938644753767367e-05	-1.250100e-07
1.940597878767366e-05	-1.250100e-07
1.942551003767366e-05	-1.250100e-07
1.944504128767366e-05	-1.250100e-07
1.946457253767366e-05	-1.250100e-07
1.948410378767366e-05	-1.250100e-07
1.950363503767366e-05	-1.250100e-07
1.952316628767366e-05	-1.250100e-07
1.954269753767366e-05	-1.250100e-07
1.956222878767366e-05	-1.250100e-07
1.958176003767366e-05	-1.250100e-07
1.960129128767366e-05	-1.250100e-07
1.962082253767366e-05	-1.250100e-07
1.964035378767365e-05	-1.250100e-07
1.965988503767365e-05	-1.250100e-07
1.967941628767365e-05	-1.250100e-07
1.969894753767365e-05	-1.250100e-07
1.971847878767365e-05	-1.250100e-07
1.973801003767365e-05	-1.250100e-07
1.975754128767365e-05	-1.250100e-07
1.977707253767365e-05	-1.250100e-07
1.979660378767365e-05	-1.250100e-07
1.981613503767365e-05	-1.250100e-07
1.983566628767365e-05	-1.250100e-07
1.985519753767365e-05	-1.250100e-07
1.987472878767365e-05	-1.250100e-07
1.989426003767364e-05	-1.250100e-07
1.991379128767364e-05	-1.250100e-07
1.993332253767364e-05	-1.250100e-07
1.995285378767364e-05	-1.250100e-07
1.997238503767364e-05	-1.250100e-07
1.999191628767364e-05	-1.250100e-07
2.000000000000000e-05	-1.250100e-07
