V1	V(n002)	I(D1)
Step Information: Temp=-25  (Step: 1/3)
8.000000000000000e-01	3.478137e-01	9.316818e-04
9.000000000000000e-01	3.586091e-01	1.114614e-03
1.000000000000000e+00	3.679230e-01	1.300969e-03
1.100000000000000e+00	3.760908e-01	1.489797e-03
1.200000000000000e+00	3.833529e-01	1.680535e-03
1.300000000000000e+00	3.898840e-01	1.872805e-03
1.400000000000000e+00	3.958139e-01	2.066330e-03
1.500000000000000e+00	4.012412e-01	2.260899e-03
1.600000000000000e+00	4.062424e-01	2.456353e-03
1.700000000000000e+00	4.108781e-01	2.652563e-03
1.800000000000000e+00	4.151971e-01	2.849428e-03
1.900000000000000e+00	4.192391e-01	3.046865e-03
2.000000000000000e+00	4.230368e-01	3.244807e-03
2.100000000000000e+00	4.266176e-01	3.443196e-03
2.200000000000000e+00	4.300045e-01	3.641985e-03
2.300000000000000e+00	4.332172e-01	3.841133e-03
2.400000000000000e+00	4.362724e-01	4.040605e-03
2.500000000000000e+00	4.391847e-01	4.240373e-03
2.600000000000000e+00	4.419666e-01	4.440408e-03
2.700000000000000e+00	4.446292e-01	4.640690e-03
2.800000000000000e+00	4.471821e-01	4.841197e-03
2.900000000000000e+00	4.496340e-01	5.041912e-03
3.000000000000000e+00	4.519925e-01	5.242820e-03
3.100000000000000e+00	4.542642e-01	5.443906e-03
3.200000000000000e+00	4.564554e-01	5.645159e-03
3.300000000000000e+00	4.585714e-01	5.846566e-03
3.400000000000000e+00	4.606173e-01	6.048117e-03
3.500000000000000e+00	4.625974e-01	6.249803e-03
3.600000000000000e+00	4.645158e-01	6.451617e-03
3.700000000000000e+00	4.663763e-01	6.653550e-03
3.800000000000000e+00	4.681821e-01	6.855595e-03
3.900000000000000e+00	4.699364e-01	7.057746e-03
4.000000000000000e+00	4.716420e-01	7.259998e-03
4.100000000000001e+00	4.733016e-01	7.462345e-03
4.200000000000000e+00	4.749174e-01	7.664781e-03
4.300000000000000e+00	4.764918e-01	7.867303e-03
4.400000000000000e+00	4.780268e-01	8.069905e-03
4.500000000000000e+00	4.795243e-01	8.272585e-03
4.600000000000001e+00	4.809861e-01	8.475339e-03
4.700000000000000e+00	4.824139e-01	8.678162e-03
4.800000000000001e+00	4.838091e-01	8.881053e-03
4.900000000000000e+00	4.851733e-01	9.084007e-03
5.000000000000000e+00	4.865077e-01	9.287022e-03
5.100000000000001e+00	4.878136e-01	9.490097e-03
5.200000000000000e+00	4.890922e-01	9.693227e-03
5.300000000000001e+00	4.903447e-01	9.896411e-03
5.400000000000000e+00	4.915720e-01	1.009965e-02
5.500000000000000e+00	4.927751e-01	1.030293e-02
5.600000000000001e+00	4.939551e-01	1.050627e-02
5.700000000000000e+00	4.951127e-01	1.070965e-02
5.800000000000001e+00	4.962487e-01	1.091307e-02
5.900000000000000e+00	4.973640e-01	1.111654e-02
6.000000000000000e+00	4.984593e-01	1.132004e-02
6.100000000000001e+00	4.995353e-01	1.152359e-02
6.200000000000000e+00	5.005927e-01	1.172718e-02
6.300000000000001e+00	5.016320e-01	1.193080e-02
6.400000000000000e+00	5.026540e-01	1.213446e-02
6.500000000000000e+00	5.036591e-01	1.233815e-02
6.600000000000001e+00	5.046479e-01	1.254188e-02
6.700000000000000e+00	5.056210e-01	1.274564e-02
6.800000000000001e+00	5.065787e-01	1.294943e-02
6.900000000000000e+00	5.075217e-01	1.315325e-02
7.000000000000000e+00	5.084503e-01	1.335710e-02
7.100000000000001e+00	5.093649e-01	1.356098e-02
7.200000000000000e+00	5.102661e-01	1.376489e-02
7.300000000000001e+00	5.111541e-01	1.396882e-02
7.400000000000000e+00	5.120293e-01	1.417278e-02
7.500000000000000e+00	5.128921e-01	1.437677e-02
7.600000000000001e+00	5.137429e-01	1.458078e-02
7.700000000000000e+00	5.145820e-01	1.478481e-02
7.800000000000001e+00	5.154096e-01	1.498887e-02
7.900000000000000e+00	5.162262e-01	1.519295e-02
8.000000000000000e+00	5.170320e-01	1.539705e-02
8.100000000000000e+00	5.178272e-01	1.560118e-02
8.200000000000001e+00	5.186122e-01	1.580532e-02
8.300000000000001e+00	5.193872e-01	1.600949e-02
8.400000000000000e+00	5.201524e-01	1.621368e-02
8.500000000000000e+00	5.209082e-01	1.641789e-02
8.600000000000000e+00	5.216547e-01	1.662211e-02
8.700000000000001e+00	5.223921e-01	1.682635e-02
8.800000000000001e+00	5.231206e-01	1.703062e-02
8.900000000000000e+00	5.238406e-01	1.723490e-02
9.000000000000000e+00	5.245522e-01	1.743919e-02
9.100000000000000e+00	5.252555e-01	1.764351e-02
9.200000000000001e+00	5.259508e-01	1.784784e-02
9.300000000000001e+00	5.266382e-01	1.805218e-02
9.400000000000000e+00	5.273179e-01	1.825655e-02
9.500000000000000e+00	5.279902e-01	1.846093e-02
9.600000000000001e+00	5.286550e-01	1.866532e-02
9.700000000000001e+00	5.293127e-01	1.886973e-02
9.800000000000001e+00	5.299633e-01	1.907415e-02
9.900000000000000e+00	5.306070e-01	1.927859e-02
1.000000000000000e+01	5.312440e-01	1.948304e-02
1.010000000000000e+01	5.318745e-01	1.968750e-02
1.020000000000000e+01	5.324984e-01	1.989198e-02
1.030000000000000e+01	5.331159e-01	2.009647e-02
1.040000000000000e+01	5.337273e-01	2.030097e-02
1.050000000000000e+01	5.343326e-01	2.050549e-02
1.060000000000000e+01	5.349319e-01	2.071002e-02
1.070000000000000e+01	5.355253e-01	2.091456e-02
1.080000000000000e+01	5.361130e-01	2.111911e-02
1.090000000000000e+01	5.366951e-01	2.132367e-02
1.100000000000000e+01	5.372717e-01	2.152825e-02
1.110000000000000e+01	5.378428e-01	2.173283e-02
1.120000000000000e+01	5.384086e-01	2.193743e-02
1.130000000000000e+01	5.389692e-01	2.214204e-02
1.140000000000000e+01	5.395247e-01	2.234666e-02
1.150000000000000e+01	5.400751e-01	2.255129e-02
1.160000000000000e+01	5.406206e-01	2.275592e-02
1.170000000000000e+01	5.411612e-01	2.296057e-02
1.180000000000000e+01	5.416971e-01	2.316523e-02
1.190000000000000e+01	5.422282e-01	2.336990e-02
1.200000000000000e+01	5.427548e-01	2.357458e-02
1.210000000000000e+01	5.432768e-01	2.377927e-02
1.220000000000000e+01	5.437944e-01	2.398396e-02
1.230000000000000e+01	5.443076e-01	2.418867e-02
1.240000000000000e+01	5.448165e-01	2.439338e-02
1.250000000000000e+01	5.453212e-01	2.459810e-02
1.260000000000000e+01	5.458217e-01	2.480284e-02
1.270000000000000e+01	5.463181e-01	2.500758e-02
1.280000000000000e+01	5.468105e-01	2.521232e-02
1.290000000000000e+01	5.472989e-01	2.541708e-02
1.300000000000000e+01	5.477834e-01	2.562184e-02
1.310000000000000e+01	5.482641e-01	2.582662e-02
1.320000000000000e+01	5.487410e-01	2.603140e-02
1.330000000000000e+01	5.492142e-01	2.623618e-02
1.340000000000000e+01	5.496838e-01	2.644098e-02
1.350000000000000e+01	5.501497e-01	2.664578e-02
1.360000000000000e+01	5.506121e-01	2.685059e-02
1.370000000000000e+01	5.510710e-01	2.705541e-02
1.380000000000000e+01	5.515264e-01	2.726023e-02
1.390000000000000e+01	5.519784e-01	2.746506e-02
1.400000000000000e+01	5.524271e-01	2.766990e-02
1.410000000000000e+01	5.528725e-01	2.787475e-02
1.420000000000000e+01	5.533147e-01	2.807960e-02
1.430000000000000e+01	5.537537e-01	2.828446e-02
1.440000000000000e+01	5.541894e-01	2.848932e-02
1.450000000000000e+01	5.546222e-01	2.869419e-02
1.460000000000000e+01	5.550517e-01	2.889907e-02
1.470000000000000e+01	5.554784e-01	2.910395e-02
1.480000000000000e+01	5.559020e-01	2.930884e-02
1.490000000000000e+01	5.563227e-01	2.951374e-02
1.500000000000000e+01	5.567405e-01	2.971864e-02
1.510000000000000e+01	5.571554e-01	2.992355e-02
1.520000000000000e+01	5.575675e-01	3.012846e-02
1.530000000000000e+01	5.579768e-01	3.033338e-02
1.540000000000000e+01	5.583835e-01	3.053831e-02
1.550000000000000e+01	5.587873e-01	3.074324e-02
1.560000000000000e+01	5.591885e-01	3.094817e-02
1.570000000000000e+01	5.595871e-01	3.115311e-02
1.580000000000000e+01	5.599831e-01	3.135806e-02
1.590000000000000e+01	5.603765e-01	3.156301e-02
1.600000000000000e+01	5.607673e-01	3.176797e-02
1.610000000000000e+01	5.611557e-01	3.197293e-02
1.620000000000000e+01	5.615416e-01	3.217790e-02
1.630000000000000e+01	5.619250e-01	3.238287e-02
1.640000000000000e+01	5.623060e-01	3.258785e-02
1.650000000000000e+01	5.626847e-01	3.279283e-02
1.660000000000000e+01	5.630610e-01	3.299782e-02
1.670000000000000e+01	5.634350e-01	3.320281e-02
1.680000000000000e+01	5.638067e-01	3.340780e-02
1.690000000000000e+01	5.641761e-01	3.361281e-02
1.700000000000000e+01	5.645432e-01	3.381781e-02
1.710000000000000e+01	5.649083e-01	3.402282e-02
1.720000000000000e+01	5.652710e-01	3.422784e-02
1.730000000000000e+01	5.656317e-01	3.443286e-02
1.740000000000000e+01	5.659901e-01	3.463788e-02
1.750000000000000e+01	5.663466e-01	3.484291e-02
1.760000000000000e+01	5.667009e-01	3.504794e-02
1.770000000000000e+01	5.670531e-01	3.525298e-02
1.780000000000000e+01	5.674033e-01	3.545802e-02
1.790000000000000e+01	5.677515e-01	3.566306e-02
1.800000000000000e+01	5.680977e-01	3.586811e-02
1.810000000000000e+01	5.684420e-01	3.607316e-02
1.820000000000000e+01	5.687843e-01	3.627822e-02
1.830000000000000e+01	5.691246e-01	3.648328e-02
1.840000000000000e+01	5.694631e-01	3.668835e-02
1.850000000000000e+01	5.697997e-01	3.689342e-02
1.860000000000000e+01	5.701345e-01	3.709849e-02
1.870000000000000e+01	5.704674e-01	3.730357e-02
1.880000000000000e+01	5.707985e-01	3.750864e-02
1.890000000000000e+01	5.711277e-01	3.771373e-02
1.900000000000000e+01	5.714552e-01	3.791882e-02
1.910000000000000e+01	5.717810e-01	3.812391e-02
1.920000000000000e+01	5.721050e-01	3.832900e-02
1.930000000000000e+01	5.724272e-01	3.853410e-02
1.940000000000000e+01	5.727478e-01	3.873920e-02
1.950000000000000e+01	5.730667e-01	3.894431e-02
1.960000000000000e+01	5.733839e-01	3.914941e-02
1.970000000000000e+01	5.736995e-01	3.935453e-02
1.980000000000000e+01	5.740134e-01	3.955964e-02
1.990000000000000e+01	5.743257e-01	3.976476e-02
2.000000000000000e+01	5.746364e-01	3.996988e-02
2.010000000000000e+01	5.749455e-01	4.017501e-02
2.020000000000000e+01	5.752531e-01	4.038014e-02
2.030000000000000e+01	5.755591e-01	4.058527e-02
2.040000000000000e+01	5.758635e-01	4.079041e-02
2.050000000000000e+01	5.761665e-01	4.099554e-02
2.060000000000000e+01	5.764679e-01	4.120068e-02
2.070000000000000e+01	5.767678e-01	4.140583e-02
2.080000000000000e+01	5.770663e-01	4.161097e-02
2.090000000000000e+01	5.773633e-01	4.181613e-02
2.100000000000000e+01	5.776588e-01	4.202128e-02
2.110000000000000e+01	5.779529e-01	4.222643e-02
2.120000000000000e+01	5.782456e-01	4.243159e-02
2.130000000000000e+01	5.785369e-01	4.263676e-02
2.140000000000000e+01	5.788268e-01	4.284192e-02
2.150000000000000e+01	5.791153e-01	4.304709e-02
2.160000000000000e+01	5.794024e-01	4.325226e-02
2.170000000000000e+01	5.796882e-01	4.345743e-02
2.180000000000000e+01	5.799727e-01	4.366261e-02
2.190000000000000e+01	5.802557e-01	4.386779e-02
2.200000000000000e+01	5.805376e-01	4.407297e-02
2.210000000000000e+01	5.808181e-01	4.427815e-02
2.220000000000000e+01	5.810972e-01	4.448334e-02
2.230000000000000e+01	5.813752e-01	4.468853e-02
2.240000000000000e+01	5.816518e-01	4.489372e-02
2.250000000000000e+01	5.819272e-01	4.509892e-02
2.260000000000000e+01	5.822014e-01	4.530411e-02
2.270000000000000e+01	5.824742e-01	4.550931e-02
2.280000000000000e+01	5.827459e-01	4.571452e-02
2.290000000000000e+01	5.830164e-01	4.591972e-02
2.300000000000000e+01	5.832857e-01	4.612493e-02
2.310000000000000e+01	5.835537e-01	4.633014e-02
2.320000000000000e+01	5.838206e-01	4.653535e-02
2.330000000000000e+01	5.840864e-01	4.674056e-02
2.340000000000000e+01	5.843509e-01	4.694578e-02
2.350000000000000e+01	5.846143e-01	4.715100e-02
2.360000000000000e+01	5.848766e-01	4.735622e-02
2.370000000000000e+01	5.851377e-01	4.756144e-02
2.380000000000000e+01	5.853977e-01	4.776667e-02
2.390000000000000e+01	5.856566e-01	4.797190e-02
2.400000000000000e+01	5.859144e-01	4.817713e-02
2.410000000000000e+01	5.861712e-01	4.838236e-02
2.420000000000000e+01	5.864268e-01	4.858760e-02
2.430000000000000e+01	5.866813e-01	4.879284e-02
2.440000000000000e+01	5.869348e-01	4.899808e-02
2.450000000000000e+01	5.871872e-01	4.920332e-02
2.460000000000000e+01	5.874386e-01	4.940856e-02
2.470000000000000e+01	5.876890e-01	4.961381e-02
2.480000000000000e+01	5.879382e-01	4.981906e-02
2.490000000000000e+01	5.881866e-01	5.002431e-02
2.500000000000000e+01	5.884338e-01	5.022956e-02
